"Unnamed: 0","Магазин","Номер заказа","Дата поступления","Статус","Оценка","Текст отзыва","Текст_класс_1","Текст_класс_2","Другое","is_p"
31638,store_090,"50R04677451181","2011-06-15 10:17:45",Не проверен,5,Все отлично!!!,,,,
31639,store_0188,"711211080343R4","2011-06-15 10:18:41",Не проверен,3,"Курьер без маски , товары без сортировки по коробам как раньше. Все в одном пакете и еда и бытовая химия/косметика. 
Мало времени на замену я не успела, хотя замена была.
Оператор очень приветлив.",,,,
31640,store_0351,"87901509114R06","2011-06-15 10:18:50",Не проверен,5,,,,,
31641,store_0365,"02748704010R41","2011-06-15 10:20:40",Не проверен,5,очень быстро доставили..,,,,
31642,store_0394,"01R73480175912","2011-06-15 10:21:37",Не проверен,5,,,,,
31643,store_066,"22R41176904429","2011-06-15 10:22:44",Не проверен,5,,,,,
31644,store_0283,"9621104R391033","2011-06-15 10:23:03",Не проверен,5,,,,,
31645,store_040,"52321771940R70","2011-06-15 10:23:25",Не проверен,3,"Заказал 3 газированные воды, одну привезли негазированную",,,"Заказал 3 газированные воды, одну привезли негазированную",
31646,store_0384,R6469297621103,"2011-06-15 10:23:26",Не проверен,5,,,,,
31647,store_0485,"200575351R0314","2011-06-15 10:23:35",Не проверен,5,,,,,
31648,store_0372,"31407R06411042","2011-06-15 10:24:14",Не проверен,5,,,,,
31649,store_0105,"01215R25241907","2011-06-15 10:25:25",Не проверен,5,,,,,
31650,store_022,"7590R654513012","2011-06-15 10:25:35",Не проверен,5,,,,,
31651,store_0179,"4505R054672111","2011-06-15 10:25:54",Не проверен,3,Положили не то что заказывали,,,Положили не то что заказывали,
31652,store_0183,"10170401278R26","2011-06-15 10:26:10",Не проверен,5,,,,,
31653,store_0515,"710002R6826144","2011-06-15 10:26:26",Не проверен,5,"из 5 семечек есть 2, но деньги не вернули за 3 отсутствующих семечки.... а в общем, все отлично",,,,
31654,store_0416,"44215711760R12","2011-06-15 10:26:57",Не проверен,3,Заказывала корицу молотую!!!!,,,Заказывала корицу молотую!!!!,
31655,store_0403,"072041701R1715","2011-06-15 10:27:17",Не проверен,3,"К сожалению в упаковке яиц были 2 разбитых яйца. Видно, что разбил не курьер. Так как вытекшее яйцо успело засохнуть в упаковке.",,,"К сожалению в упаковке яиц были 2 разбитых яйца. Видно, что разбил не курьер. Так как вытекшее яйцо успело засохнуть в упаковке.",
31656,store_0159,"22420167R07781","2011-06-15 10:27:22",Не проверен,5,,,,,
31657,store_0527,"124R6732211067","2011-06-15 10:27:26",Не проверен,5,,,,,
31658,store_0199,"714187417110R2","2011-06-15 10:27:41",Не проверен,1,"колбаса через три дня, простите, сдохнет",,,,
31659,store_0100,"118R4071029120","2011-06-15 10:28:01",Не проверен,4,"Мне привезло молоко с лактозой, я делала заказ на безлактозное",,,,
31660,store_0464,"8112414702R061","2011-06-15 10:28:04",Не проверен,5,,,,,
31661,store_0481,"302099R1470181","2011-06-15 10:28:10",Не проверен,5,,,,,
31662,store_0173,R4671152051681,"2011-06-15 10:28:56",Не проверен,5,"всё доставили быстро, даже 1 час не прошел, спасибо",,,,
31663,store_0333,"1R297924105210","2011-06-15 10:29:21",Не проверен,5,,,,,
31664,store_0175,"43342R19706501","2011-06-15 10:29:34",Не проверен,4,"Все норм, только вместо сушек ВАНИЛЬНЫХ привезли сушки ПРОСТЫЕ",,,,
31665,store_0271,"1907202R915413","2011-06-15 10:29:39",Не проверен,5,Сервис на высшем уровне. Спасибо!,,,,
31666,store_0504,"244117590R6311","2011-06-15 10:29:53",Не проверен,5,,,,,
31667,store_0273,"1409521R017094","2011-06-15 10:29:54",Не проверен,5,,,,,
31668,store_0100,"04105017354R67","2011-06-15 10:30:55",Не проверен,4,,,,,
31669,store_087,"720111174147R3","2011-06-15 10:31:24",Не проверен,1,"2 позиции были заменены без согласования со мной! Тупдетную бумагу привнзли совершенно другую, она значиьедьно хуже заказанной. Картофель так же привезли бедый вместо красного",,,,
31670,store_0171,"30R82091141781","2011-06-15 10:31:28",Не проверен,5,,,,,
31671,store_0222,"441R0265613612","2011-06-15 10:31:42",Не проверен,5,,,,,
31672,store_0107,R4016341116644,"2011-06-15 10:31:46",Не проверен,3,Добрый день. Првезли 2 упаковки битых яиц.,,,,
31673,store_012,"4742321R301061","2011-06-15 10:32:13",Не проверен,1,"Порванная упаковка ватных дисков, зеленые бананы и яйца срок годности которых заканчивается через 6 дней",,,,
31674,store_0115,"372380313714R1","2011-06-15 10:32:38",Не проверен,1,Зелень качество,,,,
31675,store_0222,"7R193221113491","2011-06-15 10:32:41",Не проверен,5,,,,,
31676,store_0160,"14710410R73274","2011-06-15 10:32:47",Не проверен,5,,,,,
31677,store_0408,"120943739R8410","2011-06-15 10:32:49",Не проверен,5,,,,,
31678,store_0222,"1165313424R023","2011-06-15 10:32:53",Не проверен,5,,,,,
31679,store_0121,"3030401759916R","2011-06-15 10:33:00",Не проверен,3,В заказе были огурцы (не дешевые) на подложке. В каждой подложке были испорченные огурцы.,,,В заказе были огурцы (не дешевые) на подложке. В каждой подложке были испорченные огурцы.,
31680,store_0173,"5605301831R144","2011-06-15 10:33:01",Не проверен,1,"14 августа в заказ положили хлеб от 11 августа",,,,
31681,store_0397,"403272117145R1","2011-06-15 10:34:22",Не проверен,5,,,,,
31682,store_0251,"3744R130001744","2011-06-15 10:34:40",Не проверен,1,"Добрый день. Печентя в заказе нет, шоколад совсем другой. Где мой заказ?",,,,
31683,store_058,"05321R71101047","2011-06-15 10:35:00",Не проверен,5,,,,,
31684,store_09,"3042517651R140","2011-06-15 10:36:05",Не проверен,5,,,,,
31685,store_0131,"7143310504146R","2011-06-15 10:36:05",Не проверен,5,,,,,
31686,store_0321,"54601311571R09","2011-06-15 10:36:59",Не проверен,4,,,,,
